2023-06-10 09:10:22BE_895: (157ms) 99% TIMER > Flying: 0, position: 4, look: 20, positionLook: 6, sum: 32BE_0, median: 34 > 27BE_ Player version: V1_13BE_ TPS: [20BE_620958668562338, 20BE_081970792211653, 20BE_00013044378411, 19BE_999979001377604]
2023-06-10 09:10:23BE_88: (157ms) 99% TIMER > Flying: 0, position: 1, look: 25, positionLook: 1, sum: 33BE_0, median: 34 > 27BE_ Player version: V1_13BE_ TPS: [19BE_98186640029251, 20BE_084146232147734, 19BE_999589018978778, 19BE_999891475633323]
2023-06-10 09:10:24BE_878: (157ms) 99% TIMER > Flying: 0, position: 1, look: 28, positionLook: 1, sum: 32BE_0, median: 30 > 27BE_ Player version: V1_13BE_ TPS: [20BE_16834705236771, 20BE_00733296930319, 20BE_00138385041214, 19BE_99985364755985]
2023-06-10 09:10:25BE_881: (157ms) 99% TIMER > Flying: 0, position: 7, look: 6, positionLook: 1, sum: 28BE_0, median: 30 > 27BE_ Player version: V1_13BE_ TPS: [19BE_996137430116402, 20BE_00013735227661, 19BE_99990754076077, 19BE_99997910146628]
2023-06-10 09:10:32BE_881: (156ms) 99% TIMER > Flying: 0, position: 3, look: 23, positionLook: 2, sum: 29BE_0, median: 36 > 27BE_ Player version: V1_13BE_ TPS: [20BE_304376232077036, 20BE_004415063090665, 19BE_9999962590007, 20BE_001989527891375]
2023-06-10 09:10:33BE_878: (156ms) 99% TIMER > Flying: 0, position: 2, look: 8, positionLook: 0, sum: 30BE_0, median: 36 > 27BE_ Player version: V1_13BE_ TPS: [20BE_00418367897546, 20BE_000894872704734, 20BE_00717537891321, 20BE_000389288443795]
2023-06-10 09:10:34BE_966: (156ms) 99% TIMER > Flying: 0, position: 7, look: 11, positionLook: 11, sum: 28BE_0, median: 29 > 27BE_ Player version: V1_13BE_ TPS: [20BE_09026950653151, 20BE_00043609350867, 20BE_00004038628155, 20BE_000023146782343]
2023-06-10 09:10:43BE_878: (155ms) 99% TIMER > Flying: 0, position: 1, look: 33, positionLook: 1, sum: 29BE_0, median: 35 > 27BE_ Player version: V1_13BE_ TPS: [20BE_127306756989658, 19BE_997748699779496, 19BE_99932050195333, 20BE_00053885285106]
2023-06-10 09:10:44BE_878: (155ms) 99% TIMER > Flying: 0, position: 1, look: 25, positionLook: 1, sum: 33BE_0, median: 35 > 27BE_ Player version: V1_13BE_ TPS: [20BE_668667817970302, 20BE_063629642564845, 20BE_00015597568308, 19BE_999994374868248]
2023-06-10 09:10:45BE_894: (155ms) 99% TIMER > Flying: 0, position: 1, look: 13, positionLook: 24, sum: 35BE_0, median: 37 > 27BE_ Player version: V1_13BE_ TPS: [20BE_46011403774785, 20BE_001005337866005, 20BE_00575750309843, 20BE_0000237384504]
2023-06-10 09:10:46BE_998: (155ms) 99% TIMER > Flying: 0, position: 5, look: 17, positionLook: 21, sum: 36BE_0, median: 38 > 27BE_ Player version: V1_13BE_ TPS: [19BE_99608993258084, 19BE_99646457540518, 19BE_999314303776437, 19BE_999780868089854]
2023-06-10 09:10:47BE_879: (155ms) 99% TIMER > Flying: 0, position: 0, look: 15, positionLook: 15, sum: 34BE_0, median: 35 > 27BE_ Player version: V1_13BE_ TPS: [19BE_438511904563978, 19BE_953570052809294, 19BE_993795522707554, 19BE_998680302308067]
2023-06-10 09:10:48BE_88: (155ms) 99% TIMER > Flying: 0, position: 0, look: 17, positionLook: 10, sum: 33BE_0, median: 30 > 27BE_ Player version: V1_13BE_ TPS: [20BE_049531212006265, 20BE_010083211662902, 20BE_000161027496482, 20BE_000760968885913]
2023-06-10 09:10:49BE_909: (155ms) 99% TIMER > Flying: 0, position: 1, look: 19, positionLook: 1, sum: 31BE_0, median: 30 > 27BE_ Player version: V1_13BE_ TPS: [20BE_00020479809709, 20BE_027679488761294, 20BE_000112503232845, 20BE_00027840229756]
2023-06-10 09:10:50BE_963: (155ms) 99% TIMER > Flying: 0, position: 7, look: 8, positionLook: 3, sum: 27BE_0, median: 27 > 27BE_ Player version: V1_13BE_ TPS: [19BE_919159096731534, 19BE_993335213709177, 20BE_00314562507005, 20BE_003152899982794]
2023-06-10 09:11:10BE_948: (156ms) 99% TIMER > Flying: 0, position: 11, look: 4, positionLook: 31, sum: 33BE_0, median: 43 > 27BE_ Player version: V1_13BE_ TPS: [20BE_146022927177363, 20BE_006130539933487, 20BE_000045656504227, 20BE_00000345882282]
2023-06-10 09:11:11BE_878: (156ms) 99% TIMER > Flying: 0, position: 14, look: 2, positionLook: 18, sum: 40BE_0, median: 43 > 27BE_ Player version: V1_13BE_ TPS: [19BE_845321232098865, 19BE_986331679870347, 19BE_997265632222806, 19BE_998682850572067]
2023-06-10 09:11:12BE_88: (155ms) 99% TIMER > Flying: 0, position: 8, look: 17, positionLook: 12, sum: 41BE_0, median: 43 > 27BE_ Player version: V1_13BE_ TPS: [20BE_94773142144595, 20BE_05498210252084, 19BE_99962869369355, 19BE_9998653709507]
2023-06-10 09:11:13BE_915: (155ms) 99% TIMER > Flying: 0, position: 1, look: 28, positionLook: 1, sum: 38BE_0, median: 37 > 27BE_ Player version: V1_13BE_ TPS: [19BE_99538245033444, 20BE_00007796030389, 20BE_003366496969726, 19BE_999976052250897]
2023-06-10 09:11:14BE_878: (155ms) 99% TIMER > Flying: 0, position: 5, look: 5, positionLook: 4, sum: 32BE_0, median: 34 > 27BE_ Player version: V1_13BE_ TPS: [19BE_89249493392958, 20BE_138216970974806, 19BE_998176722965447, 19BE_99939138489896]
2023-06-10 09:11:15BE_879: (155ms) 99% TIMER > Flying: 0, position: 0, look: 32, positionLook: 2, sum: 29BE_0, median: 34 > 27BE_ Player version: V1_13BE_ TPS: [19BE_99613415138374, 20BE_19591034652301, 19BE_999980230152875, 20BE_005262246197553]
2023-06-10 09:11:36BE_879: (154ms) 99% TIMER > Flying: 0, position: 11, look: 11, positionLook: 18, sum: 28BE_0, median: 32 > 27BE_ Player version: V1_13BE_ TPS: [20BE_50463356573706, 20BE_009233980018553, 20BE_00568829624237, 19BE_999978992244287]
2023-06-10 09:11:37BE_879: (154ms) 99% TIMER > Flying: 0, position: 3, look: 12, positionLook: 14, sum: 31BE_0, median: 32 > 27BE_ Player version: V1_13BE_ TPS: [19BE_910104524186192, 20BE_005876710612473, 20BE_00753365719766, 20BE_000531170195604]
2023-06-10 09:11:46BE_878: (154ms) 99% TIMER > Flying: 0, position: 24, look: 1, positionLook: 13, sum: 29BE_0, median: 38 > 27BE_ Player version: V1_13BE_ TPS: [19BE_633543114115845, 19BE_972022357582432, 19BE_99369193221368, 19BE_99790585953862]
2023-06-10 09:11:47BE_88: (154ms) 99% TIMER > Flying: 0, position: 20, look: 2, positionLook: 20, sum: 37BE_0, median: 42 > 27BE_ Player version: V1_13BE_ TPS: [19BE_9574206793298, 20BE_04506576820815, 20BE_003782222525125, 20BE_000909246223443]
2023-06-10 09:11:48BE_932: (154ms) 99% TIMER > Flying: 0, position: 21, look: 0, positionLook: 0, sum: 38BE_0, median: 42 > 27BE_ Player version: V1_13BE_ TPS: [20BE_27422994381813, 19BE_99977240325671, 20BE_000047950248295, 20BE_00114608127135]
2023-06-10 09:11:49BE_878: (154ms) 99% TIMER > Flying: 0, position: 4, look: 9, positionLook: 12, sum: 35BE_0, median: 38 > 27BE_ Player version: V1_13BE_ TPS: [19BE_811835742827665, 19BE_983541617738727, 20BE_002299823095573, 19BE_99894109346712]
2023-06-10 09:12:40BE_904: (153ms) 99% TIMER > Flying: 0, position: 33, look: 1, positionLook: 7, sum: 33BE_0, median: 39 > 27BE_ Player version: V1_13BE_ TPS: [20BE_042392831545264, 20BE_015048160510776, 19BE_998584888400792, 20BE_01122396079854]
2023-06-10 09:12:42BE_065: (153ms) 99% TIMER > Flying: 0, position: 5, look: 2, positionLook: 44, sum: 42BE_0, median: 41 > 27BE_ Player version: V1_13BE_ TPS: [20BE_10106912028705, 19BE_993344628102648, 19BE_998557340070892, 20BE_019343132562938]
2023-06-10 09:12:42BE_923: (152ms) 99% TIMER > Flying: 0, position: 8, look: 0, positionLook: 27, sum: 42BE_0, median: 41 > 27BE_ Player version: V1_13BE_ TPS: [19BE_44982587197181, 19BE_940246980789105, 19BE_990954323597638, 20BE_016014414792348]
2023-06-10 09:12:44BE_001: (152ms) 99% TIMER > Flying: 0, position: 0, look: 17, positionLook: 16, sum: 39BE_0, median: 39 > 27BE_ Player version: V1_13BE_ TPS: [19BE_8815344969216, 20BE_010888503416417, 19BE_997626340279794, 20BE_033978337331085]
2023-06-10 09:12:44BE_878: (152ms) 99% TIMER > Flying: 0, position: 1, look: 23, positionLook: 9, sum: 38BE_0, median: 35 > 27BE_ Player version: V1_13BE_ TPS: [19BE_728050788736734, 19BE_96147585270726, 19BE_992156948812536, 20BE_042763029931947]
2023-06-10 09:12:45BE_879: (152ms) 99% TIMER > Flying: 0, position: 14, look: 1, positionLook: 21, sum: 37BE_0, median: 35 > 27BE_ Player version: V1_13BE_ TPS: [20BE_082213340145323, 19BE_99963068681974, 19BE_999946834474663, 20BE_044869108721013]
2023-06-10 09:12:46BE_88: (152ms) 99% TIMER > Flying: 0, position: 8, look: 4, positionLook: 28, sum: 35BE_0, median: 35 > 27BE_ Player version: V1_13BE_ TPS: [20BE_081086822138975, 20BE_03122911118024, 20BE_000016083546267, 20BE_0521152905206]
