2023-06-11 22:32:08BE_122: (0ms) 93% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_23494427530800877BE_ WalkSpeed: 0BE_2, VelY: -0BE_37663049823865513BE_ Player version: V1_20BE_ TPS: [19BE_810573773858206, 19BE_98673349851089, 19BE_996516657855974, 19BE_999099155044576]
2023-06-11 22:32:08BE_498: (0ms) 99% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_24816216149929635BE_ WalkSpeed: 0BE_2, VelY: -0BE_0784000015258789BE_ Player version: V1_20BE_ TPS: [19BE_810573773858206, 19BE_98673349851089, 19BE_996516657855974, 19BE_999099155044576]
2023-06-11 22:32:09BE_537: (0ms) 88% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_2212084638977338BE_ WalkSpeed: 0BE_2, VelY: -0BE_0784000015258789BE_ Player version: V1_20BE_ TPS: [19BE_853801915571125, 19BE_987040702614035, 19BE_99635484287963, 19BE_99881851031113]
2023-06-11 22:32:13BE_757: (0ms) 100% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_32037477257114394BE_ WalkSpeed: 0BE_2, VelY: 0BE_08307781780646721BE_ Player version: V1_20BE_ TPS: [20BE_178361867635562, 19BE_997511189747367, 19BE_99977813752784, 19BE_99972960601125]
2023-06-11 22:32:17BE_035: (0ms) 100% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_3397123394873924BE_ WalkSpeed: 0BE_2, VelY: -0BE_1552320045166016BE_ Player version: V1_20BE_ TPS: [20BE_004070584314245, 20BE_008227951900967, 20BE_000683258207957, 20BE_000383062314473]
2023-06-11 22:32:17BE_184: (0ms) 100% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_2547747202922691BE_ WalkSpeed: 0BE_2, VelY: -0BE_0784000015258789BE_ Player version: V1_20BE_ TPS: [20BE_004070584314245, 20BE_008227951900967, 20BE_000683258207957, 20BE_000383062314473]
2023-06-11 22:32:17BE_185: (0ms) 83% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_20841861337222345BE_ WalkSpeed: 0BE_2, VelY: -0BE_0784000015258789BE_ Player version: V1_20BE_ TPS: [20BE_004070584314245, 20BE_008227951900967, 20BE_000683258207957, 20BE_000383062314473]
2023-06-11 22:32:19BE_394: (0ms) 100% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_2680131909067029BE_ WalkSpeed: 0BE_2, VelY: -0BE_0784000015258789BE_ Player version: V1_20BE_ TPS: [19BE_99648791284613, 19BE_999337840256835, 19BE_99940058656536, 20BE_000030501357628]
2023-06-11 22:32:48BE_4: (0ms) 100% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_28406309897627197BE_ WalkSpeed: 0BE_2, VelY: -0BE_0784000015258789BE_ Player version: V1_20BE_ TPS: [20BE_016417000843216, 20BE_016985922837115, 19BE_99991152745804, 20BE_000342947680554]
2023-06-11 22:32:48BE_4: (0ms) 100% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_3030610237229896BE_ WalkSpeed: 0BE_2, VelY: -0BE_0784000015258789BE_ Player version: V1_20BE_ TPS: [20BE_016417000843216, 20BE_016985922837115, 19BE_99991152745804, 20BE_000342947680554]
2023-06-11 22:32:48BE_742: (0ms) 100% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_2699637108946387BE_ WalkSpeed: 0BE_2, VelY: -0BE_15233518685055708BE_ Player version: V1_20BE_ TPS: [19BE_97482677249954, 19BE_994376724506026, 19BE_998920988949717, 19BE_999619082188392]
2023-06-11 22:32:49BE_437: (0ms) 100% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_2728076203114462BE_ WalkSpeed: 0BE_2, VelY: -0BE_0784000015258789BE_ Player version: V1_20BE_ TPS: [19BE_97482677249954, 19BE_994376724506026, 19BE_998920988949717, 19BE_999619082188392]
2023-06-11 22:32:51BE_265: (0ms) 100% NOSLOWDOWN > Soul sandBE_ Distance from/to : 0BE_31300991677582457BE_ WalkSpeed: 0BE_2, VelY: -0BE_0784000015258789BE_ Player version: V1_20BE_ TPS: [20BE_53112278112403, 19BE_999470541683344, 20BE_000390763034638, 19BE_999654379039463]
